x,y,text,color
36,1.2322976114986262,"Houston  (HOU, D)",D
37,1.2295683250258629,"Tyler Eifert (CIN, TE)",TE
38,1.2234552807298036,"Jordan Reed (WSH, TE)",TE
39,1.2209916068183786,"Terrelle Pryor (WSH, WR)",WR
40,1.21571342043783,"Larry Fitzgerald (ARI, WR)",WR
41,1.2105217617028643,"Demaryius Thomas (DEN, WR)",WR
42,1.2024512186653704,"Tom Brady (NE, QB)",QB
43,1.201270745087147,"Drew Brees (NO, QB)",QB
44,1.1966530102076247,"Matt Ryan (ATL, QB)",QB
45,1.1965904688105384,"Isaiah Crowell (CLE, RB)",RB
46,1.1934051997463537,"Seattle  (SEA, D)",D
47,1.1779155366137155,"Kareem Hunt (KC, RB)",RB
48,1.1777605579232855,"Christian McCaffrey (CAR, RB)",RB
49,1.1768306857807052,"Leonard Fournette (JAC, RB)",RB
50,1.1647995490734868,"Arizona  (ARI, D)",D
51,1.146491303971619,"Keenan Allen (LAC, WR)",WR
52,1.134031323007701,"Emmanuel Sanders (DEN, WR)",WR
53,1.1306470360325453,"Ty Montgomery (GB, RB)",RB
54,1.113366912049593,"Carlos Hyde (SF, RB)",RB
55,1.1129794653235179,"Ameer Abdullah (DET, RB)",RB
56,1.1115341351561825,"Kelvin Benjamin (CAR, WR)",WR
57,1.1108419139915202,"Willie Snead (NO, WR)",WR
58,1.107608366171567,"Stephen Gostkowski (NE, K)",K
59,1.0999788628196998,"Kansas  (KC, D)",D
60,1.096590514547601,"Russell Wilson (SEA, QB)",QB
61,1.0946612442675436,"Davante Adams (GB, WR)",WR
62,1.093795967811716,"Tyreek Hill (KC, WR)",WR
63,1.0899022237604914,"Stefon Diggs (MIN, WR)",WR
64,1.0885177814311673,"Eric Decker (TEN, WR)",WR
65,1.084855218387612,"Cam Newton (CAR, QB)",QB
66,1.084266892129923,"Minnesota  (MIN, D)",D
67,1.0834560247965903,"Joe Mixon (CIN, RB)",RB
68,1.0821028872378444,"Delanie Walker (TEN, TE)",TE
69,1.0781297362837223,"Justin Tucker (BAL, K)",K
70,1.066080630494089,"Matt Bryant (ATL, K)",K
71,1.0646261139093374,"Marshawn Lynch (OAK, RB)",RB
72,1.063770874794497,"Jamison Crowder (WSH, WR)",WR
73,1.060245528948166,"Adam Vinatieri (IND, K)",K
74,1.0590431903050799,"New  (NE, D)",D
75,1.057820551682328,"Dan Bailey (DAL, K)",K
76,1.0567181004720636,"Baltimore  (BAL, D)",D
77,1.0555598605191785,"Frank Gore (IND, RB)",RB
78,1.0515241997083538,"Kirk Cousins (WSH, QB)",QB
79,1.0509104998062766,"Mark Ingram (NO, RB)",RB
80,1.0486859719580075,"Jacksonville  (JAC, D)",D
81,1.0471910112359548,"Bilal Powell (NYJ, RB)",RB
82,1.0454246214614877,"Jimmy Graham (SEA, TE)",TE
83,1.0376629281600485,"Mason Crosby (GB, K)",K
84,1.0376395258285023,"Randall Cobb (GB, WR)",WR
85,1.0335707790239466,"Steven Hauschka (BUF, K)",K
86,1.031035455656917,"Kyle Rudolph (MIN, TE)",TE
87,1.027811458017581,"Matt Prater (DET, K)",K
88,1.0269966254218224,"Kenny Britt (CLE, WR)",WR
89,1.0201576235222793,"Graham Gano (CAR, K)",K
90,1.014258039519566,"C.J. Anderson (DEN, RB)",RB
91,1.0141309631275606,"Marcus Mariota (TEN, QB)",QB
92,1.0140174785844078,"Brandon Marshall (NYG, WR)",WR
93,1.011191573403555,"Martellus Bennett (GB, TE)",TE
94,1.0080202763696966,"Ben Roethlisberger (PIT, QB)",QB
95,1.0,"Sebastian Janikowski (OAK, K)",K
96,1.0,"Jameis Winston (TB, QB)",QB
97,1.0,"Philadelphia  (PHI, D)",D
98,1.0,"Zach Ertz (PHI, TE)",TE
99,1.0,"Eddie Lacy (SEA, RB)",RB
100,1.0,"Jeremy Maclin (BAL, WR)",WR
101,0.9974992421946043,"Cairo Santos (KC, K)",K
102,0.9972521665609807,"New  (NYG, D)",D
103,0.9937233630375824,"Tevin Coleman (ATL, RB)",RB
104,0.9936344346771748,"Wil Lutz (NO, K)",K
105,0.9920394566063858,"Chris Hogan (NE, WR)",WR
106,0.987540019036082,"Martavis Bryant (PIT, WR)",WR
107,0.9848621623498369,"Matthew Stafford (DET, QB)",QB
108,0.9831607130275487,"Carolina  (CAR, D)",D
109,0.9826462564413457,"Dustin Hopkins (WSH, K)",K
110,0.9816561391364542,"Jordan Matthews (BUF, WR)",WR
111,0.9802719650531951,"Cincinnati  (CIN, D)",D
112,0.9802444274703146,"Dak Prescott (DAL, QB)",QB
113,0.9795673923765236,"Los  (LA, D)",D
114,0.9745850982570655,"Andy Dalton (CIN, QB)",QB
115,0.9703990701278573,"Mike Gillislee (NE, RB)",RB
116,0.9701756822442886,"Philip Rivers (LAC, QB)",QB
117,0.9700116234017823,"Dalvin Cook (MIN, RB)",RB
118,0.9676386605520464,"DeSean Jackson (TB, WR)",WR
119,0.9669464393873843,"Rishard Matthews (TEN, WR)",WR
120,0.9656485247036428,"Donte Moncrief (IND, WR)",WR
121,0.9627917550772961,"Randy Bullock (CIN, K)",K
122,0.9594125407957781,"Tyrod Taylor (BUF, QB)",QB
123,0.9593083813624055,"Andrew Luck (IND, QB)",QB
124,0.9571839951500454,"Ryan Succop (TEN, K)",K
125,0.9565278658493622,"Pittsburgh  (PIT, D)",D
126,0.955005624296963,"Pierre Garcon (SF, WR)",WR
127,0.9546832373446499,"Robbie Gould (SF, K)",K
128,0.9501364049712033,"Brandon McManus (DEN, K)",K
129,0.9477119644469134,"Derek Carr (OAK, QB)",QB
130,0.9455137920581994,"Chris Boswell (PIT, K)",K
131,0.9441896685991175,"DeVante Parker (MIA, WR)",WR
132,0.9415028684284774,"Eric Ebron (DET, TE)",TE
133,0.938132733408324,"Mike Wallace (BAL, WR)",WR
134,0.9362262688880277,"Paul Perkins (NYG, RB)",RB
135,0.9361170051530766,"Jason Myers (JAC, K)",K
136,0.9269475598666261,"Nick Folk (TB, K)",K
137,0.926568657168839,"Phil Dawson (ARI, K)",K
138,0.9177987366963745,"Zay Jones (BUF, WR)",WR
139,0.9170013386880856,"Dallas  (DAL, D)",D
140,0.9168469325949641,"Corey Davis (TEN, WR)",WR
141,0.9157331078700768,"Los  (LAC, D)",D
142,0.9143462259565309,"Carson Palmer (ARI, QB)",QB
143,0.9086268062646017,"Robby Anderson (NYJ, WR)",WR
144,0.906335253107002,"Kai Forbath (MIN, K)",K
145,0.902473431769021,"Zach Miller (CHI, TE)",TE
146,0.9019234834073133,"Tampa  (TB, D)",D
147,0.9008790542588663,"Aldrick Rosas (NYG, K)",K
148,0.8973173688996665,"Blair Walsh (SEA, K)",K
149,0.8969863203944172,"Blake Bortles (JAC, QB)",QB
150,0.8958405666273176,"Eli Manning (NYG, QB)",QB
151,0.8939170864006198,"Danny Woodhead (BAL, RB)",RB
152,0.8938395970554047,"Rob Kelley (WSH, RB)",RB
153,0.8926191918317903,"John Brown (ARI, WR)",WR
154,0.8905850445563734,"Matt Forte (NYJ, RB)",RB
155,0.8898908760230373,"Cody Parkey (CLE, K)",K
156,0.8867880666408368,"Theo Riddick (DET, RB)",RB
157,0.8860001409145353,"Green  (GB, D)",D
158,0.8845862382540164,"Andrew Franks (MIA, K)",K
159,0.8813128938211229,"Jack Doyle (IND, TE)",TE
160,0.875265231888451,"Greg Zuerlein (LA, K)",K
161,0.8729655463961108,"Indianapolis  (IND, D)",D
162,0.8687381103360811,"Tennessee  (TEN, D)",D
163,0.867093536384875,"Corey Coleman (CLE, WR)",WR
164,0.8628567460593015,"Carson Wentz (PHI, QB)",QB
165,0.8607770182573333,"Marvin Jones (DET, WR)",WR
166,0.8587331783273444,"Washington  (WSH, D)",D
167,0.8545934310117353,"Sam Bradford (MIN, QB)",QB
168,0.8518852857440457,"Joe Flacco (BAL, QB)",QB
169,0.8518646707623087,"Ted Ginn Jr. (NO, WR)",WR
170,0.8514701424674143,"Connor Barth (CHI, K)",K
171,0.8461655046983934,"Caleb Sturgis (PHI, K)",K
172,0.838208548044862,"Josh Lambo (LAC, K)",K
173,0.8365413761745983,"Chandler Catanzaro (NYJ, K)",K
174,0.8287617893917107,"Sterling Shepard (NYG, WR)",WR
175,0.8271212708252614,"Terrance West (BAL, RB)",RB
176,0.8268864933417882,"Oakland  (OAK, D)",D
177,0.8162727624951569,"Doug Martin (TB, RB)",RB
178,0.8146408002424976,"Nick Novak (HOU, K)",K
179,0.8120003761873413,"Hunter Henry (LAC, TE)",TE
180,0.8090608046219967,"San  (SF, D)",D
181,0.8052692754746222,"LeGarrette Blount (PHI, RB)",RB
182,0.8051397421476162,"Adam Thielen (MIN, WR)",WR
183,0.8046924540266328,"Chicago  (CHI, D)",D
184,0.7996900426191398,"Adrian Peterson (NO, RB)",RB
185,0.7977848922730814,"Kevin White (CHI, WR)",WR
186,0.7976118369819158,"Cole Beasley (DAL, WR)",WR
187,0.7932079193968857,"New  (NYJ, D)",D
188,0.793191009122543,"Coby Fleener (NO, TE)",TE
189,0.7880666408368849,"Latavius Murray (MIN, RB)",RB
190,0.7868268113134443,"Jonathan Stewart (CAR, RB)",RB
191,0.7789899369886203,"Jason Witten (DAL, TE)",TE
192,0.7644613541886845,"Cleveland  (CLE, D)",D
193,0.761121038277062,"Cameron Brate (TB, TE)",TE
194,0.760170476559473,"Jacquizz Rodgers (TB, RB)",RB
195,0.758472486436976,"Miami  (MIA, D)",D
196,0.755865567533291,"Buffalo  (BUF, D)",D
197,0.7506818395560989,"Charles Clay (BUF, TE)",TE
198,0.7479544813317032,"Julius Thomas (MIA, TE)",TE
199,0.7419604804339403,"Duke Johnson (CLE, RB)",RB
200,0.74076317383404,"Mohamed Sanu (ATL, WR)",WR
201,0.7386284385896938,"Darren Sproles (PHI, RB)",RB
202,0.7352581585629644,"Austin Hooper (ATL, TE)",TE
203,0.7277024409143742,"Samaje Perine (WSH, RB)",RB
204,0.7267725687717939,"Giovani Bernard (CIN, RB)",RB
205,0.7228439763001975,"Antonio Gates (LAC, TE)",TE
206,0.7191312624383491,"Tyler Lockett (SEA, WR)",WR
207,0.7191312624383491,"Brandon LaFell (CIN, WR)",WR
208,0.7058060050186035,"Kendall Wright (CHI, WR)",WR
209,0.7031236480055378,"Tavon Austin (LA, WR)",WR
210,0.7029521595152539,"Atlanta  (ATL, D)",D
211,0.7009310636697076,"Jared Cook (OAK, TE)",TE
212,0.6984858459512837,"C.J. Fiedorowicz (HOU, TE)",TE
213,0.6977915536613715,"Jeremy Hill (CIN, RB)",RB
214,0.6952496322575062,"Allen Hurns (JAC, WR)",WR
215,0.6910448812795039,"Detroit  (DET, D)",D
216,0.6881543653197197,"Tyrell Williams (LAC, WR)",WR
217,0.684001038331747,"Kenny Golladay (DET, WR)",WR
218,0.6750096861681518,"Derrick Henry (TEN, RB)",RB
219,0.6670742029530707,"Vance McDonald (PIT, TE)",TE
220,0.6630613481007182,"Torrey Smith (PHI, WR)",WR
221,0.6590810764039111,"ArDarius Stewart (NYJ, WR)",WR
222,0.6575235787834213,"Chris Conley (KC, WR)",WR
223,0.6533901588531575,"Darren McFadden (DAL, RB)",RB
224,0.6529252227818675,"James White (NE, RB)",RB
225,0.6392662455654582,"Kenny Stills (MIA, WR)",WR
226,0.6244709865513026,"David Njoku (CLE, TE)",TE
227,0.6178939171065155,"Tyler Boyd (CIN, WR)",WR
228,0.6152654010073615,"Thomas Rawls (SEA, RB)",RB
229,0.6114281688156133,"New  (NO, D)",D
230,0.6037194885703215,"Jamaal Charles (DEN, RB)",RB
231,0.6011623401782255,"C.J. Prosise (SEA, RB)",RB
232,0.60015497869043,"Chris Thompson (WSH, RB)",RB
233,0.597479544813317,"O.J. Howard (TB, TE)",TE
234,0.5958293674829108,"Danny Amendola (NE, WR)",WR
235,0.5943583975080038,"Terrance Williams (DAL, WR)",WR
236,0.5860517435320586,"Breshad Perriman (BAL, WR)",WR
237,0.5812094423022666,"Jermaine Gresham (ARI, TE)",TE
238,0.5752808988764044,"Dion Lewis (NE, RB)",RB
239,0.5687717938783418,"Jamaal Williams (GB, RB)",RB
240,0.5617977528089887,"Charcandrick West (KC, RB)",RB
241,0.5617202634637737,"Charles Sims (TB, RB)",RB
242,0.5528251276282773,"Taylor Gabriel (ATL, WR)",WR
243,0.5522194341091979,"Josh Doctson (WSH, WR)",WR
244,0.5510080470710392,"Jeremy Kerley (SF, WR)",WR
245,0.5356063541263076,"DeAndre Washington (OAK, RB)",RB
246,0.52948469585432,"Shane Vereen (NYG, RB)",RB
247,0.5226269793198928,"Curtis Samuel (CAR, WR)",WR
248,0.5213290646361513,"John Ross (CIN, WR)",WR
249,0.516656571774682,"Nelson Agholor (PHI, WR)",WR
250,0.5024660378991088,"Jermaine Kearse (SEA, WR)",WR
251,0.5022929826079432,"Marqise Lee (JAC, WR)",WR
252,0.4956303538980705,"Eli Rogers (PIT, WR)",WR
253,0.4894003634161115,"Travis Benjamin (LAC, WR)",WR
254,0.48384347152266555,"Jalen Richard (OAK, RB)",RB
255,0.47617202634637734,"Alfred Morris (DAL, RB)",RB
256,0.4743445530847106,"Mike Williams (LAC, WR)",WR
257,0.47384734598992634,"Matt Breida (SF, RB)",RB
258,0.4735658042744657,"J.J. Nelson (ARI, WR)",WR
259,0.47278705546422084,"Justin Hardy (ATL, WR)",WR
260,0.46586594343277793,"Marlon Mack (IND, RB)",RB
