"Ticker","Alpha","HML","RMW","CMA","Residual_Variance","Mkt.RF","Mom","SMB","VARIANCE","NET_ISSUES","ACCRUAL","Expected_Return","Expected_Var","Expected_SD","Expected_Sharpe","Actual_Return","Actual_SD","Max_Draw_Down","Actual_Var","Actual_Sharpe"
"IWO",-0.117000338638758,-0.0891159473569797,-0.165784816737311,-0.298705451295791,0.126717531390331,1.08011375412809,0.0987617302375196,0.805680972840158,0,-0.045230625538866,-0.0600796986372013,7.86191067086581,498.600298778944,22.3293595693863,0.352088497945303,12.1016505977934,15.3362473354067,19.9552899894744,235.200482332768,0.789088121306861
"IWP",-0.0381589946735924,-0.187042294368868,0.235046048353163,0,0.318464363890401,0.990276664831513,0.0591486503235036,0,-0.0896917381213444,-0.139338931251726,-0.164399297042087,6.32036702313863,304.448420402529,17.4484503725267,0.362230850774593,11.6183975345664,11.6402180636024,12.9369599376127,135.494676568215,0.998125419221809
"IWR",0.0401409330699557,-0.0709863227710844,0.179509615959762,0.167910632933282,0.30209941456738,0.960861589181678,0.0664946117307577,0,-0.0849025462333373,-0.110583487087173,-0.155301204016061,8.20707203073026,254.201439952312,15.9436959313803,0.514753421418252,13.0600090154254,11.0795657168689,12.8418440986906,122.756776474416,1.17874737595006
"IWS",0.11762664530426,0,0,0.207996212501133,0.672562076000005,0.941099002283166,0,0.111798423770153,0,0,-0.171241717221972,9.50361074586343,217.702710378027,14.7547521286543,0.644105076316876,14.1331218415819,10.9624038906167,12.8240428098803,120.174299061008,1.289235644171
"IWV",-0.0125686378772888,-0.0243681306376359,0,0,0.0415179890568808,0.996892553969621,0,0,0.0186855346435421,0,0,8.07483710782868,227.631612902212,15.0874654233974,0.535201697649385,13.074027739495,10.4782034348799,8.91295650057179,109.792747222728,1.24773562765293
"IWX",-0.0706085158703359,0.115338550723922,-0.243949411468495,0.137716183428087,0.347298354112114,0.987256114922806,-0.0815034430164596,0,0.0981349753301948,0.10661746165237,0,7.74952905126651,193.697579506656,13.9175277799851,0.556817933024799,12.8051094366101,10.6073664858919,10.7092424096586,112.516223766022,1.20719025345653
"IWY",0.0537657545153419,-0.14380718149007,0.265559993169882,-0.148513287363417,0.15717161720333,1.00970746334599,0.0525848792496446,-0.226903061009012,-0.0571779403076799,0,0.119165613401116,9.00535181119255,265.66659321713,16.2992819847112,0.552499908869583,13.4208706726968,10.7244945646839,8.2025774880128,115.014783667934,1.25142220845467
"IYY",-0.0121953595283574,-0.0183733084989688,0.0409535107583998,0,0.0320503170318461,0.997845931345499,0,-0.0473943738139975,0,0,0,8.05394316491668,229.317202862005,15.1432230011317,0.531851321499707,13.0336968948202,10.4866087291479,8.73563061438951,109.96896263824,1.24288959676664
"JKD",0.142880699587037,-0.104989391921256,-0.245411617145402,0,0.391075528532503,0.976850377047149,-0.0925841948767442,0,0.0958836459506463,0.196744104639284,0,9.45312283213764,201.189895279622,14.1841423878789,0.666457130338445,14.410259873958,10.3286721506329,9.07626649695901,106.681468395259,1.39517061475081
"JKE",-0.00860002459746531,-0.138658586624591,0.40992967811603,-0.34443893915098,0.450256715389696,1.03090648449003,0.154987296936005,-0.232903073374873,-0.144298256015123,0,0,8.30722615548158,341.326553665157,18.4750251330047,0.449646270880635,12.4113229860395,11.6670097527777,9.91300951908519,136.11911657141,1.06379640105166
"JKF",-0.152054353026528,0.217072489057197,-0.207277686932909,0.133548240475394,0.42189480639511,0.972795634543271,-0.0872663940178523,-0.0963878549806406,0.1453760502872,0,0,6.42524079080478,176.387966644514,13.2811131553238,0.483787820769315,12.0279794807212,10.2638944057166,9.62510900855842,105.347528371701,1.1718728783903
"JKG",0.010519002761217,0,0.179303654018797,0,0.550592426076632,0.995035741260039,0.129925655644848,0,-0.0889742061886317,0,-0.238524477424418,8.7694230198095,273.11087982215,16.5260666772874,0.530641875713944,13.1386513434948,11.3896523560096,12.715040645903,129.724180790756,1.15356034871094
"JKH",-0.0368251101699466,-0.316490415658907,0,0,0.501125035767355,0.95449332822079,0,0.0872201657644588,-0.0851188475989614,-0.120171298750156,-0.16081282362104,4.62613950495538,331.108845579889,18.1963964998537,0.254233826186002,10.5081537700813,12.2220332227536,16.072672232882,149.378096098094,0.859771330887755
"JKI",0.217895712888779,0,0,0.347405006918994,0.598802621260318,0.976449691813126,0,0.104269321379189,0,0,-0.258881044499339,11.1869188643271,227.999728488944,15.0996598799094,0.740872241712659,16.0647421051226,11.48452235205,11.3022598964055,131.894253654737,1.39881673896999
"JKJ",-0.0523086174180447,0.119418661143531,0.23614092809853,-0.206760086956766,0.436097611290811,1.03907955439634,0,0.654734273506864,0.0597685001584288,0,-0.229784176924323,9.27498279725674,338.58239810241,18.400608634021,0.504058478810757,12.8250733999371,13.4461891487646,15.9322005353195,180.800002624354,0.953807302429289
"JKK",-0.0258112192175121,-0.232296439402627,0,-0.430491336055226,0.517901929538882,1.03311156028017,0,0.763383712753776,0,0,-0.129666850759087,7.08453570843464,486.009196801096,22.0456162717465,0.321358025155963,11.375374877529,14.8406658009013,19.2713206559184,220.245361414042,0.766500305992886
"JKL",-0.0546178663104445,0.11162938595685,0,0.346855979907519,0.691708466367665,1.05364318473013,0,0.550204238633322,0,0,-0.108946381915619,10.3936750664141,326.720210397417,18.0754034643052,0.57501759708652,13.935508504538,13.9545054065214,17.7731111280238,194.728221140635,0.998638654582875
"JNK",0.0400415930581301,0,0,0,1.830356371828,0.341780179429955,-0.114363593560421,0,0,0,0,2.26762484534464,54.4818180547766,7.38117999067741,0.307217118158438,4.47860179428687,6.30604952504815,12.7544153741556,39.76626061236,0.710207202860919
"KLD",-0.0833512107055118,-0.130270915986371,0,0,0.337873956129434,0.988010960795842,-0.0440920560228814,-0.0954183703915761,0,0.0704445064252221,-0.12130135251831,5.87915204852736,235.181378298594,15.3356244834892,0.383365676099922,11.1291379543532,10.6994801848108,9.38679837285088,114.478876225159,1.04015688258878
"KNOW",0.0735180617500149,0,0,0,2.22985869039546,1.02619708315851,0,0,0,0,-0.27534138174401,8.34705705839036,284.21968591127,16.8588162666087,0.495115251651618,14.0577525135591,12.4933699121458,14.3671796120169,156.08429176171,1.12521702410271
"LQD",0.350204464394539,-0.166404442299229,0.211387970011623,0,2.09707016673503,0,0,0,0,0,0,4.18657132244291,30.0839556013221,5.48488428331192,0.763292552074581,3.47195430380614,5.30539200061987,6.37999086094686,28.1471842802413,0.654419937942471
"LWC",0.505135673618009,-0.284096161334572,0.426748798694637,0,5.57593987991863,0,0,0,0,0,0,6.25160213278246,84.1413046396845,9.17285695079153,0.681532718358048,4.64444491404374,8.77869566713153,11.2533569995293,77.065497616114,0.529058654058722
"MDY",-0.0499569082654621,0.136391823296749,0.257973919815386,0,0.665967918726402,0.994090461761675,0.113882294489376,0.264031132114889,0,-0.159064718186403,-0.170603502184289,8.94704161817443,269.136228293613,16.4053719340225,0.545372677569076,13.175737019812,11.7719166996069,12.6553359300771,138.578022782483,1.11925163556858
"MDYG",-0.0137206462750406,0,0.304384116742593,0,1.01768632813522,0.927818987228918,0.290308071066019,0.167837263733665,-0.142643467460507,0,-0.19692035196396,10.0436852604491,289.648618740575,17.0190663298718,0.590143140979505,12.3414607751377,11.4063397637846,12.3632234462083,130.104586806893,1.08198256677591
"MDYV",0.00638860641819835,0.170171658330176,0.217860064301679,0.187315054166857,0.686602557469942,1.01393237682466,0,0.317261908659548,0,-0.128633117032583,-0.157130089568949,9.76985705393256,274.422271775573,16.5656956321059,0.589764370353252,14.1553831513267,12.6360273453004,14.8996187691395,159.669187071179,1.12023999034724
"MGC",-0.0452350608265228,0,0,0,0.0469217202835829,1.01808577718615,0,-0.129928241597063,0.0300773667908569,0,0.0461404466125077,7.88666013397774,221.699100908733,14.8895634895296,0.529677054637879,13.0990056889161,10.363629658928,8.63754078715925,107.404819707412,1.26393996312206
"MGK",0.0106234257333628,-0.179913174708476,0.276205997264268,-0.135188111669953,0.246797523125706,1.03052960579121,0.0688942096750594,-0.207035660923978,-0.101531353345118,0,0.0704296027399583,8.35961890605541,300.225379763326,17.3270130075361,0.482461628119025,12.8582603684041,11.2777723313008,9.09510255784137,127.188148756655,1.14014186407334
"MGV",-0.0538438236516675,0.136909780693965,-0.180786872187648,0.168670189301013,0.258359351839616,0.991221549097588,-0.0533936741531951,-0.0830112373823725,0.117978431570291,0,0,7.90653558635719,184.147912330493,13.5701109918266,0.582643398504211,13.4345056018435,10.2207471771167,9.02166834063295,104.463672858538,1.31443478339061
"MINT",0.0793562296886566,0.0101315129102422,0,0,0.00915047108535148,0.00837104867642157,0,-0.0160055971015433,-0.00888485668678278,0,0,0.998590309727843,0.162786245819046,0.403467775440674,2.4750187512179,1.07681341338404,0.37591856534863,0.23948293730689,0.141314767773772,2.86448585582729
"NFO",-0.264881395590476,-0.109418554269139,-0.205748610695714,0,1.20203718269872,1.08040475762665,-0.0837615600972317,0,0,0,-0.19821770583934,3.04491650976246,327.094473367943,18.085753325973,0.168359949120264,9.78888033337018,12.9685325665912,14.4329199021017,168.182836930735,0.754817885763557
"OEF",-0.0668312294675955,0,0,0,0.142486112905282,1.0132036238127,0,-0.186405403379301,0,0.0821434612861346,0.107728991826946,8.04693769906941,221.676142138669,14.888792501028,0.540469463760327,12.664652681926,10.4497577439501,8.74211928799548,109.197436907245,1.21195658236749
"ONEK",0.0232784913406606,-0.0763179834597353,0.0765097906464126,0,0.286529303750239,0.998035580502069,0,-0.0722392361991421,0,0,-0.0624703769416423,8.05786929702257,235.30802992985,15.3397532551815,0.525293279688236,13.1713079879214,10.6084299752524,9.26609262816159,112.538786539834,1.24158881367438
"ONEQ",0.185808901218361,-0.157470048358142,0,-0.572078866432478,0.612548213877635,1.07231219578394,0,0,-0.0411349528479914,0,0,8.7093582482553,390.776940419357,19.768078824695,0.440576867660768,15.0048233525581,12.8112869396728,11.0647114154267,164.129073050632,1.17121905263807
"PBP",-0.122377124025447,0,0,0,1.10138921177654,0.5715504196264,0.0755600224705976,-0.16114977312863,0,0,0,3.46314039306153,83.2643170336603,9.12492833033007,0.379525215726955,6.18024935196277,6.71251818307871,6.43365734079179,45.0579003581623,0.920705044426143
"PDP",-0.035867147416294,-0.193669331256933,0.282466918098297,0,0.937512168378935,0.894970702365451,0.239097230470518,0,-0.112864552652486,0,-0.118193813291405,8.16487687172054,256.680098306199,16.0212389753789,0.509628305542921,10.9282775141125,10.459735984568,12.8712702436776,109.406076866868,1.04479477591363
"PEY",0.398187267509752,0,0,0.715227143273319,1.66606531204719,0.773375275787059,0,0.242518819640365,0,0,0.288616709485428,15.6215113791987,161.012947969582,12.68908775167,1.23109806511841,17.1308983123072,9.99865423769139,5.11438628246385,99.973086564904,1.71332040343287
