AUM,EXPENSE_RATIO,FUND,ISSUER,RETURN_10YR,RETURN_1YR,RETURN_3YR,RETURN_5YR,SEGMENT,TICKER
543370910.892,64.0,First Trust Small Cap Core AlphaDEX Fund,['First Trust'],,0.361951,0.058063,0.112483,Equity: U.S.  -  Small Cap,FYX
540649678.8,15.0,SPDR S&P 400 Mid Cap Growth ETF,['State Street Global Advisors'],0.091767,0.297459,0.092623,0.128882,Equity: U.S.  -  Mid Cap Growth,MDYG
526921312.4,39.0,Oppenheimer Small Cap Revenue ETF,['OppenheimerFunds'],,0.444255,0.095039,0.143124,Equity: U.S.  -  Small Cap,RWJ
511024768.55,45.0,SPDR Wells Fargo Preferred Stock ETF,['State Street Global Advisors'],,0.047719,0.07527,0.057208,Fixed Income: U.S.  -  Corporate Preferred Stock,PSK
506352000.0,55.0,Vident Core US Equity Fund,['Exchange Traded Concepts'],,0.299133,0.07902,,Equity: U.S.  -  Total Market,VUSE
503866215.0,50.0,iShares MSCI USA ESG Select ETF,['BlackRock'],0.066331,0.259896,0.096878,0.119347,Equity: U.S.  -  Total Market,KLD
501228000.0,48.0,Vident Core U.S. Bond Strategy ETF,['Exchange Traded Concepts'],,0.010928,,,Fixed Income: U.S.  -  Broad Market Intermediate,VBND
489721635.0,38.0,WisdomTree SmallCap Earnings Fund,['WisdomTree'],0.08227,0.436,0.085317,0.128396,Equity: U.S.  -  Small Cap,EES
489122040.0,30.0,iShares Morningstar Small Cap Value ETF,['BlackRock'],0.080702,0.432502,0.097972,0.138258,Equity: U.S.  -  Small Cap Value,JKL
476745602.401322,55.0,Highland iBoxx Senior Loan ETF,['Highland Capital Management'],,0.095919,0.020234,,Fixed Income: U.S.  - Corporate High Yield Floating Rate,SNLN
472819000.0,39.0,Oppenheimer Ultra Dividend Revenue ETF,['OppenheimerFunds'],,0.336689,0.14744,,Equity: U.S.  -  High Dividend Yield,RDIV
453606401.934,60.0,First Trust Nasdaq-100 Equal Weighted Index Fund,['First Trust'],0.096328,0.29538,0.109073,0.150423,Equity: U.S.  -  Large Cap,QQEW
453405600.0,24.0,Guggenheim BulletShares 2022 Corporate Bond ETF,['Guggenheim'],,0.062056,0.040674,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,BSCM
428168567.8,41.0,VanEck Vectors Preferred Securities ex Financials ETF,['VanEck'],,0.100746,0.061231,,Fixed Income: U.S.  -  Corporate Preferred Stock,PFXF
424129845.052248,10.0,SPDR Russell 3000 ETF,['State Street Global Advisors'],0.073674,0.26816,0.102922,0.137747,Equity: U.S.  -  Total Market,THRK
419097900.0,57.0,PowerShares Dynamic Large Cap Growth Portfolio,['Invesco PowerShares'],0.073734,0.170082,0.096915,0.144751,Equity: U.S.  -  Large Cap Growth,PWB
392680376.0,15.0,SPDR S&P 400 Mid Cap Value ETF,['State Street Global Advisors'],0.073832,0.383154,0.1055,0.142282,Equity: U.S.  -  Mid Cap Value,MDYV
386221520.0,25.0,iShares Morningstar Large Cap Value ETF,['BlackRock'],0.045051,0.276916,0.103864,0.126745,Equity: U.S.  -  Large Cap Value,JKF
380428679.172604,45.0,Global X SuperDividend US ETF,['Global X'],,0.147559,0.047229,,Equity: U.S.  -  High Dividend Yield,DIV
368872000.0,30.0,iShares Morningstar Mid-Cap Value ETF,['BlackRock'],0.076735,0.353828,0.117353,0.162048,Equity: U.S.  -  Mid Cap Value,JKI
366778400.0,43.0,Guggenheim BulletShares 2020 High Yield Corporate Bond ETF,['Guggenheim'],,0.186416,0.031097,,Fixed Income: U.S.  - Corporate High Yield Intermediate,BSJK
366081809.281384,15.0,SPDR S&P 500 Value ETF,['State Street Global Advisors'],0.057367,0.287801,0.105327,0.135054,Equity: U.S.  -  Large Cap Value,SPYV
363205000.0,35.0,VictoryShares US EQ Income Enhanced Volatility Wtd Index ETF,['Victory Capital Management'],,0.24612,,,Equity: U.S.  -  Large Cap,CDC
358289336.858,65.0,First Trust Capital Strength ETF,['First Trust'],0.072464,0.189008,0.110366,0.130857,Equity: U.S.  -  Large Cap,FTCS
330631470.0,20.0,iShares Edge MSCI Multifactor USA ETF,['BlackRock'],,0.265244,,,Equity: U.S.  -  Total Market,LRGF
326463040.0,35.0,John Hancock Multifactor Large Cap ETF,['John Hancock'],,0.265398,,,Equity: U.S.  -  Large Cap,JHML
315781000.0,15.0,Vanguard Russell 3000 Index Fund,['Vanguard'],,0.269639,0.10064,0.137748,Equity: U.S.  -  Total Market,VTHR
314239200.0,55.0,PowerShares Dividend Achievers Portfolio,['Invesco PowerShares'],0.055989,0.199132,0.09576,0.115327,Equity: U.S.  -  Total Market,PFM
295503115.2045,37.0,FlexShares Quality Dividend Defensive Index Fund,['Northern Trust'],,0.231132,0.11108,,Equity: U.S.  -  Total Market,QDEF
293085900.0,75.0,Powershares S&P 500 BuyWrite Portfolio,['Invesco PowerShares'],,0.135442,0.057469,0.051565,Equity: U.S.  -  Large Cap,PBP
292358000.0,35.0,VictoryShares US 500 Enhanced Volatility Wtd Index ETF,['Victory Capital Management'],,0.271133,,,Equity: U.S.  -  Large Cap,CFO
288069550.0,10.0,iShares iBonds Dec 2021 Term Corporate ETF,['BlackRock'],,0.045605,,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,IBDM
287545512.4,39.0,Oppenheimer Mid Cap Revenue ETF,['OppenheimerFunds'],,0.330593,0.090193,0.131738,Equity: U.S.  -  Mid Cap,RWK
268477860.0,10.0,iShares iBonds Dec 2020 Term Corporate ETF,['BlackRock'],,0.035988,,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,IBDL
266574630.0,8.0,iShares 0-5 Year Investment Grade Corporate Bond ETF,['BlackRock'],,0.032468,0.016692,,Fixed Income: U.S.  -  Corporate Investment Grade Short-Term,SLQD
265266050.0,15.0,iShares Edge MSCI USA Size Factor ETF,['BlackRock'],,0.251493,0.111514,,Equity: U.S.  -  Total Market,SIZE
264054050.053079,32.0,Schwab Fundamental US Broad Market Index ETF,['Charles Schwab'],,0.272239,0.100318,,Equity: U.S.  -  Total Market,FNDB
263802990.96,35.0,Guggenheim S&P Smallcap 600 Pure Value ETF,['Guggenheim'],0.060734,0.443199,0.063027,0.121993,Equity: U.S.  -  Small Cap Value,RZV
257974785.0,10.0,iShares iBonds Dec 2019 Term Corporate ETF,['BlackRock'],,0.0358,,,Fixed Income: U.S.  -  Corporate Investment Grade Short-Term,IBDK
251293595.0,25.0,iShares Morningstar Small-Cap ETF,['BlackRock'],0.071889,0.348702,0.091316,0.12908,Equity: U.S.  -  Small Cap,JKJ
246626071.386,65.0,Direxion All Cap Insider Sentiment Shares,['Direxion'],,0.258225,0.128368,0.143099,Equity: U.S.  -  Total Market,KNOW
236307767.6,12.0,SPDR Bloomberg Barclays Long Term Corporate Bond ETF,['State Street Global Advisors'],,0.109041,0.059737,0.050366,Fixed Income: U.S.  -  Corporate Investment Grade Long-Term,LWC
232645000.0,20.0,Vanguard S&P Small Cap 600 Growth Index Fund ETF,['Vanguard'],,0.362162,0.10676,0.146277,Equity: U.S.  -  Small Cap Growth,VIOG
232004687.457507,29.0,JPMorgan Diversified Return U.S. Equity ETF,['JPMorgan'],,0.23533,,,Equity: U.S.  -  Large Cap,JPUS
228774000.0,10.0,iShares iBonds Dec 2018 Term Corporate ETF,['BlackRock'],,0.02334,,,Fixed Income: U.S.  -  Corporate Investment Grade Short-Term,IBDH
226984028.373,20.0,PowerShares Russell 1000 Equal Weight Portfolio,['Invesco PowerShares'],,0.313609,,,Equity: U.S.  -  Large Cap,EQAL
225118480.0,20.0,iShares Russell Top 200 Value ETF,['BlackRock'],,0.28249,0.101035,0.13511,Equity: U.S.  -  Large Cap Value,IWX
225018200.0,25.0,iShares CMBS ETF,['BlackRock'],,0.014512,0.021605,0.027635,Fixed Income: U.S.  - Corporate Asset-backed ,CMBS
220904396.479,35.0,Guggenheim S&P Midcap 400 Pure Value ETF,['Guggenheim'],0.066612,0.468681,0.09927,0.135172,Equity: U.S.  -  Mid Cap Value,RFV
219134640.0,54.0,iShares Interest Rate Hedged High Yield Bond ETF,['BlackRock'],,0.214851,,,Fixed Income: U.S.  -  Corporate High Yield,HYGH
217042029.33,25.0,PowerShares S&P 500 ex-Rate Sensitive Low Volatility Portfolio,['Invesco PowerShares'],,0.209478,,,Equity: U.S.  -  Large Cap,XRLV
215603012.8703,95.0,Barclays ETN+ S&P VEQTOR ETN,['Barclays Capital'],,0.068406,-0.003138,0.013056,Equity: U.S.  -  Large Cap,VQT
214428336.2,10.0,SPDR Russell 2000 ETF,['State Street Global Advisors'],,0.403863,0.078435,,Equity: U.S.  -  Small Cap,TWOK
211278000.0,20.0,Vanguard S&P Small Cap 600 Value Index Fund,['Vanguard'],,0.410304,0.102245,0.141542,Equity: U.S.  -  Small Cap Value,VIOV
210392000.0,65.0,Guggenheim S&P Spin-Off ETF,['Guggenheim'],0.062319,0.337087,0.028144,0.134809,Equity: U.S.  -  Total Market,CSD
205675340.2,12.0,SPDR SSGA US Small Cap Low Volatility Index ETF,['State Street Global Advisors'],,0.360093,0.129636,,Equity: U.S.  -  Small Cap,SMLV
202658000.0,30.0,ProShares Investment Grade-Interest Rate Hedged,['ProShares'],,0.136061,0.012608,,Fixed Income: U.S.  -  Corporate Investment Grade Long-Term,IGHG
200918070.0,10.0,iShares iBonds Dec 2022 Term Corporate ETF,['BlackRock'],,0.051215,,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,IBDN
199840790.0,30.0,iShares Morningstar Mid-Cap Growth ETF,['BlackRock'],0.071384,0.259202,0.058789,0.109245,Equity: U.S.  -  Mid Cap Growth,JKH
195614566.368,75.0,Guggenheim Raymond James SB-1 Equity ETF,['Guggenheim'],0.083891,0.383637,0.06762,0.120796,Equity: U.S.  -  Total Market,RYJ
194275210.0,65.0,ALPS Barron's 400 ETF,['ALPS'],,0.315713,0.076816,,Equity: U.S.  -  Total Market,BFOR
185493800.0,60.0,PowerShares DWA SmallCap Momentum Portfolio,['Invesco PowerShares'],,0.296659,0.016551,,Equity: U.S.  -  Small Cap,DWAS
184794750.0,20.0,Vanguard Russell 2000 Growth Index Fund,['Vanguard'],,0.335048,0.05879,0.11894,Equity: U.S.  -  Small Cap Growth,VTWG
180644801.432,35.0,Guggenheim S&P Smallcap 600 Pure Growth ETF,['Guggenheim'],0.093942,0.375471,0.089749,0.132534,Equity: U.S.  -  Small Cap Growth,RZG
178891000.0,20.0,Vanguard Russell 2000 Value Index Fund,['Vanguard'],,0.453695,0.093061,0.132292,Equity: U.S.  -  Small Cap Value,VTWV
175633028.4,10.0,SPDR S&P 1000 ETF,['State Street Global Advisors'],0.083611,0.375954,0.079949,0.131831,Equity: U.S.  -  Extended Market,SMD
175077585.0,10.0,iShares iBonds Dec 2017 Term Corporate ETF,['BlackRock'],,0.014985,,,Fixed Income: U.S.  - Corporate Investment Grade Ultra-Short Term,IBDJ
173445990.0,45.0,Fidelity Limited Term Bond ETF,['Fidelity'],,0.020583,,,Fixed Income: U.S.  - Broad Market Investment Grade Short-Term,FLTB
170353350.0,60.0,Guggenheim Defensive Equity ETF,['Guggenheim'],0.056243,0.215093,0.092648,0.104939,Equity: U.S.  -  Total Market,DEF
163268000.0,65.0,Guggenheim Mid-Cap Core ETF,['Guggenheim'],,0.331453,0.100123,0.137755,Equity: U.S.  -  Mid Cap,CZA
161799460.0,45.0,John Hancock Multifactor Mid Cap ETF,['John Hancock'],,0.293835,,,Equity: U.S.  -  Mid Cap,JHMM
161732950.0,90.0,AdvisorShares Wilshire Buyback ETF,['AdvisorShares'],,0.287168,0.117996,0.154517,Equity: U.S.  -  Total Market,TTFS
159100500.0,8.0,iShares Core 10+ Year USD Bond ETF,['BlackRock'],,0.051847,0.063583,0.043928,Fixed Income: U.S.  -  Broad Market Long-Term,ILTB
158027000.0,35.0,VictoryShares US 500 Volatility Wtd Index Fund,['Victory Capital Management'],,0.272852,,,Equity: U.S.  -  Large Cap,CFA
157482900.0,24.0,Guggenheim BulletShares 2023 Corporate Bond ETF,['Guggenheim'],,0.062609,,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,BSCN
154302960.0,30.0,Alps Equal Sector Weight ETF,['ALPS'],,0.242382,0.095835,0.128271,Equity: U.S.  -  Large Cap,EQL
150439800.0,24.0,Guggenheim BulletShares 2024 Corporate Bond ETF,['Guggenheim'],,0.068645,,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,BSCO
149295060.0,10.0,iShares iBonds Dec 2025 Term Corporate ETF,['BlackRock'],,0.059386,,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,IBDQ
142944500.0,60.0,PowerShares Dynamic Market Portfolio,['Invesco PowerShares'],0.060313,0.269773,0.079072,0.140313,Equity: U.S.  -  Total Market,PWC
135057400.0,39.0,PowerShares Russell Top 200 Pure Growth Portfolio,['Invesco PowerShares'],,0.196682,0.096704,0.119046,Equity: U.S.  -  Large Cap Growth,PXLG
133212039.6,10.0,SPDR Russell 1000,['State Street Global Advisors'],0.073243,0.264782,0.104896,0.138754,Equity: U.S.  -  Large Cap,ONEK
132625430.0,10.0,iShares iBonds Dec 2023 Term Corporate ETF,['BlackRock'],,0.056839,,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,IBDO
131109600.0,28.0,WisdomTree Earnings 500 Fund,['WisdomTree'],0.072036,0.288765,0.109486,0.135678,Equity: U.S.  -  Large Cap,EPS
129929500.0,35.0,PowerShares Global Short Term High Yield Bond Portfolio,['Invesco PowerShares'],,0.166237,0.049182,,Fixed Income: U.S.  - Broad Market High Yield Short-Term,PGHY
129012900.0,41.0,Guggenheim S&P Midcap 400 Equal Weight ETF,['Guggenheim'],,0.380779,0.088929,0.13404,Equity: U.S.  -  Mid Cap,EWMC
125281500.0,15.0,iShares MSCI USA Equal Weighted ETF,['BlackRock'],,0.296518,0.101604,0.134952,Equity: U.S.  -  Total Market,EUSA
121126120.218,70.0,First Trust Small Cap Value AlphaDEX Fund,['First Trust'],,0.399154,0.04427,0.107035,Equity: U.S.  -  Small Cap Value,FYT
118624605.444,68.0,First Trust Multi Cap Value AlphaDEX Fund,['First Trust'],,0.384999,0.075591,0.119959,Equity: U.S.  -  Total Market Value,FAB
115910000.0,50.0,ProShares High Yield-Interest Rate Hedged ETF,['ProShares'],,0.24782,0.007908,,Fixed Income: U.S.  -  Corporate High Yield,HYHG
115529475.0,30.0,iShares Morningstar Small-Cap Growth ETF,['BlackRock'],0.074403,0.322115,0.054663,0.113797,Equity: U.S.  -  Small Cap Growth,JKK
113942700.0,60.0,First Trust Dow Jones Select MicroCap Index Fund,['First Trust'],0.061847,0.440259,0.12685,0.153307,Equity: U.S.  -  Micro Cap,FDM
111840047.25714,50.0,First Trust Rising Dividend Achievers ETF,['First Trust'],,0.414059,0.127512,,Equity: U.S.  -  Large Cap,RDVY
110049275.896,35.0,Direxion NASDAQ-100 Equal Weighted Index Shares,['Direxion'],,0.295458,0.111345,,Equity: U.S.  -  Large Cap,QQQE
109447360.0,25.0,iShares Edge U.S. Fixed Income Balanced Risk ETF,['BlackRock'],,0.061577,,,Fixed Income: U.S.  -  Broad Market,FIBR
107938200.0,15.0,iShares Russell Top 200 ETF,['BlackRock'],,0.254021,0.111781,0.139841,Equity: U.S.  -  Large Cap,IWL
107796536.6,14.0,VanEck Vectors Investment Grade Floating Rate ETF,['VanEck'],,0.038275,0.011094,0.022159,Fixed Income: U.S.  -  Corporate Investment Grade Floating Rate,FLTR
106189373.234,70.0,First Trust Small Cap Growth AlphaDEX Fund,['First Trust'],,0.312491,0.0735,0.123819,Equity: U.S.  -  Small Cap Growth,FYC
103800690.0,10.0,iShares iBonds Mar 2018 Term Corporate ETF,['BlackRock'],,0.016195,0.014775,,Fixed Income: U.S.  -  Corporate Investment Grade Short-Term,IBDB
103720740.0,38.0,WisdomTree US Smallcap Quality Dividend Growth Fund,['WisdomTree'],,0.361953,0.093054,,Equity: U.S.  -  Small Cap,DGRS
103187200.0,15.0,iShares Aaa-A Rated Corporate Bond ETF,['BlackRock'],,0.03636,0.033426,0.030355,Fixed Income: U.S.  -  Corporate Investment Grade,QLTA
99659338.586,60.0,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,['First Trust'],0.085577,0.177678,0.072595,0.139906,Equity: U.S.  -  Large Cap,QQXT
98617859.710001,91.0,Hull Tactical US ETF,['Exchange Traded Concepts'],,0.074691,,,Alternatives: Absolute Returns,HTUS
94666495.0,10.0,iShares iBonds Dec 2024 Term Corporate ETF,['BlackRock'],,0.060703,,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,IBDP
93849400.0,39.0,PowerShares Russell 2000 Pure Value Portfolio,['Invesco PowerShares'],0.056298,0.48026,0.096323,0.14307,Equity: U.S.  -  Small Cap Value,PXSV
92389067.192,70.0,First Trust Mid Cap Growth AlphaDEX Fund,['First Trust'],,0.263234,0.064055,0.105607,Equity: U.S.  -  Mid Cap Growth,FNY
92344011.932,70.0,First Trust Multi Cap Growth AlphaDEX Fund,['First Trust'],,0.222413,0.075891,0.122175,Equity: U.S.  -  Total Market Growth,FAD
91965400.0,39.0,Powershares S&P 500 Downside Hedged Portfolio,['Invesco PowerShares'],,0.0749,-3.2e-05,,Equity: U.S.  -  Large Cap,PHDG
90684000.0,59.0,Deep Value ETF,['Exchange Traded Concepts'],,0.347766,,,Equity: U.S.  -  Large Cap Value,DVP
87461705.0,10.0,iShares iBonds Mar 2018 Term Corporate ex-Financials ETF,['BlackRock'],,0.015737,0.013262,,Fixed Income: U.S.  -  Corporate Investment Grade Short-Term,IBCC
87041500.0,37.0,AdvisorShares Sage Core Reserves ETF,['AdvisorShares'],,0.01379,0.00489,,Fixed Income: U.S.  - Broad Market Investment Grade Short-Term,HOLD
86108400.0,10.0,iShares iBonds Mar 2020 Term Corporate ex-Financials ETF,['BlackRock'],,0.029098,0.025743,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,IBCD
85054775.0,10.0,iShares iBonds Mar 2020 Term Corporate ETF,['BlackRock'],,0.03494,0.027364,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,IBDC
84412430.0,12.0,SPDR SSGA US Large Cap Low Volatility Index ETF,['State Street Global Advisors'],,0.215684,0.116906,,Equity: U.S.  -  Large Cap,LGLV
82092150.0,39.0,PowerShares Russell Midcap Pure Value Portfolio,['Invesco PowerShares'],0.056413,0.390861,0.110725,0.15438,Equity: U.S.  -  Mid Cap Value,PXMV
81507680.0,10.0,iShares iBonds Mar 2023 Term Corporate ETF,['BlackRock'],,0.052953,0.043439,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,IBDD
81060750.0,39.0,PowerShares Russell Top 200 Pure Value Portfolio,['Invesco PowerShares'],,0.386159,0.115981,0.144278,Equity: U.S.  -  Large Cap Value,PXLV
76896068.352,70.0,First Trust Mid Cap Value AlphaDEX Fund,['First Trust'],,0.387879,0.061555,0.114906,Equity: U.S.  -  Mid Cap Value,FNK
74439435.0,38.0,WisdomTree LargeCap Value Fund,['WisdomTree'],0.052991,0.210555,0.085213,0.117169,Equity: U.S.  -  Large Cap Value,EZY
73532194.4,67.0,Guggenheim Insider Sentiment ETF,['Guggenheim'],0.067915,0.251503,0.053068,0.098765,Equity: U.S.  -  Total Market,NFO
70477440.2728,37.0,FlexShares Quality Dividend Dynamic Index Fund,['Northern Trust'],,0.324107,0.100808,,Equity: U.S.  -  Total Market,QDYN
69090000.0,60.0,Recon Capital NASDAQ 100 Covered Call ETF,['Recon Capital'],,0.15352,0.060817,,Equity: U.S.  -  Large Cap,QYLD
65913900.0,39.0,PowerShares Russell Midcap Pure Growth Portfolio,['Invesco PowerShares'],0.052895,0.281948,0.048874,0.088622,Equity: U.S.  -  Mid Cap Growth,PXMG
64675650.0,22.0,PowerShares Fundamental Investment Grade Corporate Bond ETF,['Invesco PowerShares'],,0.042166,0.027338,0.025716,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,PFIG
63240225.0,28.0,WisdomTree Total Earnings Fund,['WisdomTree'],0.074272,0.286214,0.104708,0.135538,Equity: U.S.  -  Total Market,EXT
59148698.24904,70.0,First Trust Horizon Managed Volatility Domestic ETF,['First Trust'],,,,,Equity: U.S.  -  Large Cap,HUSV
58114326.078592,75.0,Global X Guru Index ETF,['Global X'],,0.261081,0.012768,,Equity: U.S.  -  Total Market,GURU
57595650.0,24.0,Guggenheim BulletShares 2025 Corporate Bond ETF,['Guggenheim'],,0.053717,,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,BSCP
54601917.196,70.0,First Trust Value Line 100 ETF,['First Trust'],0.039279,0.23638,0.063484,0.107931,Equity: U.S.  -  Total Market,FVL
52077960.0,24.0,iShares Interest Rate Hedged Corporate Bond ETF,['BlackRock'],,0.113766,,,Fixed Income: U.S.  -  Corporate Investment Grade,LQDH
45925470.0,10.0,iShares iBonds Mar 2023 Term Corporate ex-Financials ETF,['BlackRock'],,0.041478,0.041694,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,IBCE
45716098.03155,85.0,First Trust High Income ETF,['First Trust'],,0.191554,0.079337,,Equity: U.S.  -  Large Cap,FTHI
45232000.0,38.0,VictoryShares US Discovery Enhanced Volatility Weighted Index ETF,['Victory Capital Management'],,0.285874,,,Equity: U.S.  -  Small Cap,CSF
44756730.0,45.0,Fidelity Corporate Bond ETF,['Fidelity'],,0.097871,,,Fixed Income: U.S.  - Corporate ,FCOR
43018380.0,43.0,WisdomTree Interest Rate Hedged High Yield Bond Fund,['WisdomTree'],,0.20989,0.032166,,Fixed Income: U.S.  - Corporate High Yield Short-Term,HYZD
40215890.2698,22.0,FlexShares Credit-Scored US Corporate Bond Index Fund,['Northern Trust'],,0.030271,,,Fixed Income: U.S.  -  Corporate Investment Grade Intermediate,SKOR
36053365.3704,48.0,WisdomTree Dynamic Long/Short U.S. Equity Fund,['WisdomTree'],,0.157389,,,Alternatives: Absolute Returns,DYLS
34512000.0,25.0,PowerShares Russell Top 200 Equal Weight Portfolio,['Invesco PowerShares'],0.065052,0.292253,0.110789,0.1375,Equity: U.S.  -  Large Cap,EQWL
34425000.0,95.0,AlphaClone Alternative Alpha ETF,['Exchange Traded Concepts'],,0.09458,-0.011403,,Equity: U.S.  -  Total Market,ALFA
33805200.0,60.0,PowerShares DWA NASDAQ Momentum Portfolio,['Invesco PowerShares'],0.044734,0.284474,0.050823,0.108105,Equity: U.S.  -  Total Market,DWAQ
32840600.0,41.0,Guggenheim S&P SmallCap 600 Equal Weight ETF,['Guggenheim'],,0.412506,0.04151,0.099877,Equity: U.S.  -  Small Cap,EWSC
31801149.0,16.0,SPDR Bloomberg Barclays Issuer Scored Corporate Bond ETF,['State Street Global Advisors'],,0.059964,0.03701,0.035128,Fixed Income: U.S.  -  Corporate Investment Grade,CBND
29713200.0,39.0,PowerShares Russell 2000 Pure Growth Portfolio,['Invesco PowerShares'],0.039656,0.295603,0.043994,0.091328,Equity: U.S.  -  Small Cap Growth,PXSG
26338200.0,25.0,PowerShares Russell Midcap Equal Weight Portfolio,['Invesco PowerShares'],0.052751,0.326694,0.086075,0.118787,Equity: U.S.  -  Mid Cap,EQWM
26143950.0,22.0,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,['Invesco PowerShares'],,0.024992,,,Fixed Income: U.S.  -  Corporate Investment Grade Short-Term,LDRI
24024450.0,23.0,WisdomTree Barclays Interest Rate Hedged U.S. Aggregate Bond Fund,['WisdomTree'],,0.036531,0.007571,,Fixed Income: U.S.  - Broad Market Investment Grade ,AGZD
23121190.0,29.0,Hartford Multifactor US Equity ETF,['Hartford'],,0.252091,,,Equity: U.S.  -  Large Cap,ROUS
22542056.355,52.0,RiverFront Dynamic US Dividend Advantage ETF,['ALPS'],,,,,Equity: U.S.  -  Total Market,RFDA
22511340.0,18.0,iShares Ultra Short-Term Bond ETF,['BlackRock'],,0.014404,0.005873,,Fixed Income: U.S.  - Broad Market Investment Grade Ultra-Short Term,ICSH
19851000.0,25.0,PowerShares Russell 2000 Equal Weight Portfolio,['Invesco PowerShares'],0.043902,0.405011,0.078962,0.111564,Equity: U.S.  -  Small Cap,EQWS
17879050.0,20.0,iShares Convertible Bond ETF,['BlackRock'],,0.289312,,,Fixed Income: U.S.  -   Convertibles,ICVT
17584600.0,28.0,WisdomTree Barclays Negative Duration U.S. Aggregate Bond Fund,['WisdomTree'],,0.06073,-0.020627,,Fixed Income: U.S.  - Broad Market Investment Grade ,AGND
17376240.0,28.0,iShares Yield Optimized Bond ETF,['BlackRock'],,0.060963,,,Fixed Income: U.S.  -  Broad Market,BYLD
16391159.604,70.0,First Trust Mega Cap AlphaDEX Fund,['First Trust'],,0.236011,0.076857,0.102631,Equity: U.S.  -  Large Cap,FMK
16090061.6,20.0,SPDR SSgA Ultra Short Term Bond ETF,['State Street Global Advisors'],,0.018878,0.007257,,Fixed Income: U.S.  - Broad Market Investment Grade Ultra-Short Term,ULST
14896279.35,12.0,SPDR S&P 1500 Momentum Tilt ETF,['State Street Global Advisors'],,0.218085,0.095053,,Equity: U.S.  -  Total Market,MMTM
13800000.0,65.0,Direxion iBillionaire Index ETF,['Direxion'],,0.227319,,,Equity: U.S.  -  Total Market,IBLN
13659960.0,60.0,Renaissance IPO ETF,['Renaissance Capital'],,0.30887,0.00803,,Equity: U.S.  -  Total Market,IPO
13648000.0,15.0,SPDR MSCI USA StrategicFactors ETF,['State Street Global Advisors'],,0.228982,,,Equity: U.S.  -  Total Market,QUS
13630102.6,60.0,SPDR MFS Systematic Growth Equity ETF,['State Street Global Advisors'],,0.217908,0.12904,,Equity: U.S.  -  Large Cap Growth,SYG
9235133.9,12.0,SPDR S&P 1500 Value Tilt ETF,['State Street Global Advisors'],,0.320486,0.101989,,Equity: U.S.  -  Total Market Value,VLU
8786158.574,70.0,First Trust Total US Market AlphaDEX ETF,['First Trust'],0.039632,0.313312,0.058143,0.094294,Equity: U.S.  -  Total Market,TUSA
8289802.95,35.0,SPDR S&P 500 Buyback ETF,['State Street Global Advisors'],,0.290997,,,Equity: U.S.  -  Large Cap,SPYB
6649841.2,60.0,SPDR MFS Systematic Core Equity ETF,['State Street Global Advisors'],,0.253642,0.122031,,Equity: U.S.  -  Large Cap,SYE
5928022.2,60.0,SPDR MFS Systematic Value Equity ETF,['State Street Global Advisors'],,0.269294,0.104082,,Equity: U.S.  -  Large Cap Value,SYV
5572475.7242,75.0,Sprott Buzz Social Media Insights,['ALPS'],,,,,Equity: U.S.  -  Total Market,BUZ
4037832.0,55.0,Stock Split Index Fund,['USCF Advisers'],,0.16488,,,Equity: U.S.  -  Total Market,TOFR
1430605.0,33.0,WisdomTree Strong Dollar U.S. Equity Fund,['WisdomTree'],,0.252081,,,Equity: U.S.  -  Total Market,USSD
1403645.0,33.0,WisdomTree Weak Dollar US Equity Fund,['WisdomTree'],,0.274369,,,Equity: U.S.  -  Total Market,USWD
1331050.0,45.0,Guggenheim Large Cap Optimized Diversification,['Guggenheim'],,,,,Equity: U.S.  -  Large Cap,OPD
